u_s_exports_and_imports_of_selected_fertilizers_year,u_s_exports_and_imports_of_selected_fertilizers_country,u_s_exports_and_imports_of_selected_fertilizers_commodity,u_s_exports_short_tons,u_s_exports_dollars,u_s_imports_short_tons,u_s_imports_dollars
2012,Tonga,Aqua Ammonia,,,,
2012,Tonga,Calcium Cyanamide,,,,
2012,Tonga,Calcium Nitrate,,,,
2012,Tonga,Chemical Mixtures,,,,
2012,Tonga,Concentrated Super,,,,
2012,Tonga,Diammonium Phosphate (DAP),,,,
2012,Tonga,Monammonium Phosphate (MAP),,,,
2012,Tonga,Nitrogen Solutions,,,,
2012,Tonga,Normal Super,,,,
2012,Tonga,Other Nitrogen Fertilizers,,,,
2012,Tonga,Other Phosphate Fertilizers,,,,
2012,Tonga,Other Potassium Fertilizers,,,,
2012,Tonga,Phosphate Rock,,,,
2012,Tonga,"Phosphoric Acid, Superphosphoric",,,,
2012,Tonga,"Phosphoric Acid, Wet Process",,,,
2012,Tonga,Potassium Muriate,,,,
2012,Tonga,Potassium Nitrate,,,,
2012,Tonga,Potassium Sulfate,,,,
2012,Tonga,Potassium-Sodium Nitrate,,,,
2012,Tonga,Sodium Nitrate,,,,
2012,Tonga,Sulfur,,,,
2012,Tonga,Urea (Solid),,,,
2012,Trinidad And Tobago,Total,928.1366000000002,466875,5414538.385100001,2418894337
2012,Trinidad And Tobago,Ammonium Nitrate (Solid),,,,
2012,Trinidad And Tobago,Ammonium Sulfate,17.6368,7150,,
2012,Trinidad And Tobago,Anhydrous Ammonia,,,4155127.5661,2035928145
2012,Trinidad And Tobago,Aqua Ammonia,,,,
2012,Trinidad And Tobago,Calcium Cyanamide,,,,
2012,Trinidad And Tobago,Calcium Nitrate,,,,
2012,Trinidad And Tobago,Chemical Mixtures,744.0525000000001,277540,,
2012,Trinidad And Tobago,Concentrated Super,,,,
2012,Trinidad And Tobago,Diammonium Phosphate (DAP),,,,
2012,Trinidad And Tobago,Monammonium Phosphate (MAP),,,,
2012,Trinidad And Tobago,Nitrogen Solutions,,,851884.9975,217008300
2012,Trinidad And Tobago,Normal Super,,,,
2012,Trinidad And Tobago,Other Nitrogen Fertilizers,,,,
2012,Trinidad And Tobago,Other Phosphate Fertilizers,,,,
2012,Trinidad And Tobago,Other Potassium Fertilizers,,,,
2012,Trinidad And Tobago,Phosphate Rock,1.1023,2700,,
2012,Trinidad And Tobago,"Phosphoric Acid, Superphosphoric",1.1023,3271,,
2012,Trinidad And Tobago,"Phosphoric Acid, Wet Process",,,,
2012,Trinidad And Tobago,Potassium Muriate,138.8898,111476,,
2012,Trinidad And Tobago,Potassium Nitrate,1.1023,9275,,
2012,Trinidad And Tobago,Potassium Sulfate,,,,
2012,Trinidad And Tobago,Potassium-Sodium Nitrate,,,,
2012,Trinidad And Tobago,Sodium Nitrate,6.6138,36273,,
2012,Trinidad And Tobago,Sulfur,,,1106.7092,185000
2012,Trinidad And Tobago,Urea (Solid),17.6368,19190,406419.1123,165772892
2012,Tunisia,Total,38.5805,59659,,
2012,Tunisia,Ammonium Nitrate (Solid),,,,
2012,Tunisia,Ammonium Sulfate,,,,
2012,Tunisia,Anhydrous Ammonia,,,,
2012,Tunisia,Aqua Ammonia,,,,
2012,Tunisia,Calcium Cyanamide,,,,
2012,Tunisia,Calcium Nitrate,,,,
2012,Tunisia,Chemical Mixtures,30.8644,35607,,
2012,Tunisia,Concentrated Super,,,,
2012,Tunisia,Diammonium Phosphate (DAP),,,,
2012,Tunisia,Monammonium Phosphate (MAP),,,,
2012,Tunisia,Nitrogen Solutions,,,,
2012,Tunisia,Normal Super,,,,
2012,Tunisia,Other Nitrogen Fertilizers,,,,
2012,Tunisia,Other Phosphate Fertilizers,,,,
2012,Tunisia,Other Potassium Fertilizers,,,,
2012,Tunisia,Phosphate Rock,,,,
2012,Tunisia,"Phosphoric Acid, Superphosphoric",,,,
2012,Tunisia,"Phosphoric Acid, Wet Process",,,,
2012,Tunisia,Potassium Muriate,7.716100000000001,24052,,
2012,Tunisia,Potassium Nitrate,,,,
2012,Tunisia,Potassium Sulfate,,,,
2012,Tunisia,Potassium-Sodium Nitrate,,,,
2012,Tunisia,Sodium Nitrate,,,,
2012,Tunisia,Sulfur,,,,
2012,Tunisia,Urea (Solid),,,,
2012,Turkey,Total,11075.910399999997,4286360,72113.5683,26831701
2012,Turkey,Ammonium Nitrate (Solid),,,,
2012,Turkey,Ammonium Sulfate,,,,
2012,Turkey,Anhydrous Ammonia,,,25810.3545,16089449
2012,Turkey,Aqua Ammonia,,,,
2012,Turkey,Calcium Cyanamide,,,,
2012,Turkey,Calcium Nitrate,,,,
2012,Turkey,Chemical Mixtures,10346.1878,3840045,,
2012,Turkey,Concentrated Super,,,,
2012,Turkey,Diammonium Phosphate (DAP),,,,
2012,Turkey,Monammonium Phosphate (MAP),524.6948,95401,,
2012,Turkey,Nitrogen Solutions,,,46303.2138,10742252
2012,Turkey,Normal Super,,,,
2012,Turkey,Other Nitrogen Fertilizers,,,,
2012,Turkey,Other Phosphate Fertilizers,,,,
2012,Turkey,Other Potassium Fertilizers,,,,
2012,Turkey,Phosphate Rock,,,,
2012,Turkey,"Phosphoric Acid, Superphosphoric",,,,
2012,Turkey,"Phosphoric Acid, Wet Process",,,,
2012,Turkey,Potassium Muriate,37.4782,72860,,
2012,Turkey,Potassium Nitrate,126.76450000000001,54970,,
2012,Turkey,Potassium Sulfate,19.8414,25984,,
2012,Turkey,Potassium-Sodium Nitrate,,,,
2012,Turkey,Sodium Nitrate,,,,
2012,Turkey,Sulfur,,,,
2012,Turkey,Urea (Solid),20.9437,197100,,
2012,Turkmenistan,Total,,,,
2012,Turkmenistan,Ammonium Nitrate (Solid),,,,
2012,Turkmenistan,Ammonium Sulfate,,,,
2012,Turkmenistan,Anhydrous Ammonia,,,,
2012,Turkmenistan,Aqua Ammonia,,,,
2012,Turkmenistan,Calcium Cyanamide,,,,
2012,Turkmenistan,Calcium Nitrate,,,,
2012,Turkmenistan,Chemical Mixtures,,,,
2012,Turkmenistan,Concentrated Super,,,,
2012,Turkmenistan,Diammonium Phosphate (DAP),,,,
2012,Turkmenistan,Monammonium Phosphate (MAP),,,,
2012,Turkmenistan,Nitrogen Solutions,,,,
2012,Turkmenistan,Normal Super,,,,
2012,Turkmenistan,Other Nitrogen Fertilizers,,,,
2012,Turkmenistan,Other Phosphate Fertilizers,,,,
2012,Turkmenistan,Other Potassium Fertilizers,,,,
2012,Turkmenistan,Phosphate Rock,,,,
2012,Turkmenistan,"Phosphoric Acid, Superphosphoric",,,,
2012,Turkmenistan,"Phosphoric Acid, Wet Process",,,,
2012,Turkmenistan,Potassium Muriate,,,,
2012,Turkmenistan,Potassium Nitrate,,,,
2012,Turkmenistan,Potassium Sulfate,,,,
2012,Turkmenistan,Potassium-Sodium Nitrate,,,,
2012,Turkmenistan,Sodium Nitrate,,,,
2012,Turkmenistan,Sulfur,,,,
2012,Turkmenistan,Urea (Solid),,,,
2012,Turks And Caicos Islands,Total,,,,
2012,Turks And Caicos Islands,Ammonium Nitrate (Solid),,,,
2012,Turks And Caicos Islands,Ammonium Sulfate,,,,
2012,Turks And Caicos Islands,Anhydrous Ammonia,,,,
2012,Turks And Caicos Islands,Aqua Ammonia,,,,
2012,Turks And Caicos Islands,Calcium Cyanamide,,,,
2012,Turks And Caicos Islands,Calcium Nitrate,,,,
2012,Turks And Caicos Islands,Chemical Mixtures,,,,
2012,Turks And Caicos Islands,Concentrated Super,,,,
2012,Turks And Caicos Islands,Diammonium Phosphate (DAP),,,,
2012,Turks And Caicos Islands,Monammonium Phosphate (MAP),,,,
2012,Turks And Caicos Islands,Nitrogen Solutions,,,,
2012,Turks And Caicos Islands,Normal Super,,,,
2012,Turks And Caicos Islands,Other Nitrogen Fertilizers,,,,
2012,Turks And Caicos Islands,Other Phosphate Fertilizers,,,,
2012,Turks And Caicos Islands,Other Potassium Fertilizers,,,,
2012,Turks And Caicos Islands,Phosphate Rock,,,,
2012,Turks And Caicos Islands,"Phosphoric Acid, Superphosphoric",,,,
2012,Turks And Caicos Islands,"Phosphoric Acid, Wet Process",,,,
2012,Turks And Caicos Islands,Potassium Muriate,,,,
2012,Turks And Caicos Islands,Potassium Nitrate,,,,
2012,Turks And Caicos Islands,Potassium Sulfate,,,,
2012,Turks And Caicos Islands,Potassium-Sodium Nitrate,,,,
2012,Turks And Caicos Islands,Sodium Nitrate,,,,
2012,Turks And Caicos Islands,Sulfur,,,,
2012,Turks And Caicos Islands,Urea (Solid),,,,
2012,Uganda,Total,220.46,116596,,
2012,Uganda,Ammonium Nitrate (Solid),,,,
2012,Uganda,Ammonium Sulfate,,,,
2012,Uganda,Anhydrous Ammonia,,,,
2012,Uganda,Aqua Ammonia,,,,
2012,Uganda,Calcium Cyanamide,,,,
2012,Uganda,Calcium Nitrate,,,,
2012,Uganda,Chemical Mixtures,,,,
2012,Uganda,Concentrated Super,,,,
2012,Uganda,Diammonium Phosphate (DAP),220.46,116596,,
2012,Uganda,Monammonium Phosphate (MAP),,,,
2012,Uganda,Nitrogen Solutions,,,,
2012,Uganda,Normal Super,,,,
2012,Uganda,Other Nitrogen Fertilizers,,,,
2012,Uganda,Other Phosphate Fertilizers,,,,
2012,Uganda,Other Potassium Fertilizers,,,,
2012,Uganda,Phosphate Rock,,,,
2012,Uganda,"Phosphoric Acid, Superphosphoric",,,,
2012,Uganda,"Phosphoric Acid, Wet Process",,,,
2012,Uganda,Potassium Muriate,,,,
2012,Uganda,Potassium Nitrate,,,,
2012,Uganda,Potassium Sulfate,,,,
2012,Uganda,Potassium-Sodium Nitrate,,,,
2012,Uganda,Sodium Nitrate,,,,
2012,Uganda,Sulfur,,,,
2012,Uganda,Urea (Solid),,,,
2012,Ukraine,Total,66.138,51651,333468.89830000006,187993228
2012,Ukraine,Ammonium Nitrate (Solid),,,,
2012,Ukraine,Ammonium Sulfate,,,,
2012,Ukraine,Anhydrous Ammonia,,,333468.8983,187993228
2012,Ukraine,Aqua Ammonia,,,,
2012,Ukraine,Calcium Cyanamide,,,,
2012,Ukraine,Calcium Nitrate,,,,
2012,Ukraine,Chemical Mixtures,66.138,51651,,
2012,Ukraine,Concentrated Super,,,,
2012,Ukraine,Diammonium Phosphate (DAP),,,,
2012,Ukraine,Monammonium Phosphate (MAP),,,,
2012,Ukraine,Nitrogen Solutions,,,,
2012,Ukraine,Normal Super,,,,
2012,Ukraine,Other Nitrogen Fertilizers,,,,
2012,Ukraine,Other Phosphate Fertilizers,,,,
2012,Ukraine,Other Potassium Fertilizers,,,,
2012,Ukraine,Phosphate Rock,,,,
2012,Ukraine,"Phosphoric Acid, Superphosphoric",,,,
2012,Ukraine,"Phosphoric Acid, Wet Process",,,,
2012,Ukraine,Potassium Muriate,,,,
2012,Ukraine,Potassium Nitrate,,,,
2012,Ukraine,Potassium Sulfate,,,,
2012,Ukraine,Potassium-Sodium Nitrate,,,,
2012,Ukraine,Sodium Nitrate,,,,
2012,Ukraine,Sulfur,,,,
2012,Ukraine,Urea (Solid),,,,
2012,United Arab Emirates,Total,1288.5887000000002,2079564,88802.39030000001,34602769
2012,United Arab Emirates,Ammonium Nitrate (Solid),,,,
2012,United Arab Emirates,Ammonium Sulfate,,,,
2012,United Arab Emirates,Anhydrous Ammonia,,,,
2012,United Arab Emirates,Aqua Ammonia,,,,
2012,United Arab Emirates,Calcium Cyanamide,,,,
2012,United Arab Emirates,Calcium Nitrate,,,,
2012,United Arab Emirates,Chemical Mixtures,1076.9471,1934909,1108.9138,665000
2012,United Arab Emirates,Concentrated Super,,,,
2012,United Arab Emirates,Diammonium Phosphate (DAP),,,,
2012,United Arab Emirates,Monammonium Phosphate (MAP),63.933400000000006,11572,,
2012,United Arab Emirates,Nitrogen Solutions,,,,
2012,United Arab Emirates,Normal Super,,,,
2012,United Arab Emirates,Other Nitrogen Fertilizers,,,,
2012,United Arab Emirates,Other Phosphate Fertilizers,,,,
2012,United Arab Emirates,Other Potassium Fertilizers,,,,
2012,United Arab Emirates,Phosphate Rock,,,,
2012,United Arab Emirates,"Phosphoric Acid, Superphosphoric",15.4322,25571,,
2012,United Arab Emirates,"Phosphoric Acid, Wet Process",25.3529,4684,,
2012,United Arab Emirates,Potassium Muriate,83.7748,60112,,
2012,United Arab Emirates,Potassium Nitrate,,,,
2012,United Arab Emirates,Potassium Sulfate,19.8414,19620,,
2012,United Arab Emirates,Potassium-Sodium Nitrate,,,,
2012,United Arab Emirates,Sodium Nitrate,3.3069,23096,,
2012,United Arab Emirates,Sulfur,,,,
2012,United Arab Emirates,Urea (Solid),,,87693.4765,33937769
2012,United Kingdom,Total,7149.517799999996,6097404,24916.389199999994,2340425
2012,United Kingdom,Ammonium Nitrate (Solid),1.1023,6461,,
2012,United Kingdom,Ammonium Sulfate,56.2173,23040,,
2012,United Kingdom,Anhydrous Ammonia,,,1.1023,3500
2012,United Kingdom,Aqua Ammonia,1.1023,5592,2.2046,5376
2012,United Kingdom,Calcium Cyanamide,,,,
2012,United Kingdom,Calcium Nitrate,,,6.6137999999999995,4860
2012,United Kingdom,Chemical Mixtures,6324.9974,4886118,1863.9892999999997,945791
2012,United Kingdom,Concentrated Super,,,,
2012,United Kingdom,Diammonium Phosphate (DAP),,,,
2012,United Kingdom,Monammonium Phosphate (MAP),29.7621,19125,3.3069,19997
2012,United Kingdom,Nitrogen Solutions,2.2046,41540,,
2012,United Kingdom,Normal Super,24.250600000000002,10000,,
2012,United Kingdom,Other Nitrogen Fertilizers,5.5115,10295,,
2012,United Kingdom,Other Phosphate Fertilizers,,,,
2012,United Kingdom,Other Potassium Fertilizers,,,,
2012,United Kingdom,Phosphate Rock,9.9207,4050,,
2012,United Kingdom,"Phosphoric Acid, Superphosphoric",30.864399999999996,90983,,
2012,United Kingdom,"Phosphoric Acid, Wet Process",83.7748,27530,,
2012,United Kingdom,Potassium Muriate,9.9207,40901,20486.2455,1069800
2012,United Kingdom,Potassium Nitrate,,,,
2012,United Kingdom,Potassium Sulfate,,,1019.6275,67806
2012,United Kingdom,Potassium-Sodium Nitrate,,,,
2012,United Kingdom,Sodium Nitrate,65.03569999999999,269146,,
2012,United Kingdom,Sulfur,,,,
2012,United Kingdom,Urea (Solid),504.8534,662623,1533.2993,223295
2012,Uruguay,Total,54604.63509999999,20838151,,
2012,Uruguay,Ammonium Nitrate (Solid),,,,
2012,Uruguay,Ammonium Sulfate,21825.54,5710400,,
2012,Uruguay,Anhydrous Ammonia,,,,
2012,Uruguay,Aqua Ammonia,,,,
2012,Uruguay,Calcium Cyanamide,,,,
2012,Uruguay,Calcium Nitrate,,,,
2012,Uruguay,Chemical Mixtures,415.5671,240879,,
2012,Uruguay,Concentrated Super,,,,
2012,Uruguay,Diammonium Phosphate (DAP),18776.5782,8483176,,
2012,Uruguay,Monammonium Phosphate (MAP),6439.6366,3094568,,
2012,Uruguay,Nitrogen Solutions,,,,
2012,Uruguay,Normal Super,,,,
2012,Uruguay,Other Nitrogen Fertilizers,,,,
2012,Uruguay,Other Phosphate Fertilizers,,,,
2012,Uruguay,Other Potassium Fertilizers,,,,
2012,Uruguay,Phosphate Rock,,,,
2012,Uruguay,"Phosphoric Acid, Superphosphoric",,,,
2012,Uruguay,"Phosphoric Acid, Wet Process",,,,
2012,Uruguay,Potassium Muriate,7116.4488,3034226,,
2012,Uruguay,Potassium Nitrate,,,,
2012,Uruguay,Potassium Sulfate,,,,
2012,Uruguay,Potassium-Sodium Nitrate,,,,
2012,Uruguay,Sodium Nitrate,,,,
2012,Uruguay,Sulfur,,,,
2012,Uruguay,Urea (Solid),30.8644,274902,,
2012,Uzbekistan,Total,,,,
2012,Uzbekistan,Ammonium Nitrate (Solid),,,,
2012,Uzbekistan,Ammonium Sulfate,,,,
2012,Uzbekistan,Anhydrous Ammonia,,,,
2012,Uzbekistan,Aqua Ammonia,,,,
2012,Uzbekistan,Calcium Cyanamide,,,,
2012,Uzbekistan,Calcium Nitrate,,,,
2012,Uzbekistan,Chemical Mixtures,,,,
2012,Uzbekistan,Concentrated Super,,,,
2012,Uzbekistan,Diammonium Phosphate (DAP),,,,
2012,Uzbekistan,Monammonium Phosphate (MAP),,,,
2012,Uzbekistan,Nitrogen Solutions,,,,
2012,Uzbekistan,Normal Super,,,,
2012,Uzbekistan,Other Nitrogen Fertilizers,,,,
2012,Uzbekistan,Other Phosphate Fertilizers,,,,
2012,Uzbekistan,Other Potassium Fertilizers,,,,
2012,Uzbekistan,Phosphate Rock,,,,
2012,Uzbekistan,"Phosphoric Acid, Superphosphoric",,,,
2012,Uzbekistan,"Phosphoric Acid, Wet Process",,,,
2012,Uzbekistan,Potassium Muriate,,,,
2012,Uzbekistan,Potassium Nitrate,,,,
2012,Uzbekistan,Potassium Sulfate,,,,
2012,Uzbekistan,Potassium-Sodium Nitrate,,,,
2012,Uzbekistan,Sodium Nitrate,,,,
2012,Uzbekistan,Sulfur,,,,
2012,Uzbekistan,Urea (Solid),,,,
2012,Vanuatu,Total,1.1023,3371,,
2012,Vanuatu,Ammonium Nitrate (Solid),,,,
2012,Vanuatu,Ammonium Sulfate,,,,
2012,Vanuatu,Anhydrous Ammonia,,,,
2012,Vanuatu,Aqua Ammonia,,,,
2012,Vanuatu,Calcium Cyanamide,,,,
2012,Vanuatu,Calcium Nitrate,,,,
2012,Vanuatu,Chemical Mixtures,,,,
2012,Vanuatu,Concentrated Super,,,,
2012,Vanuatu,Diammonium Phosphate (DAP),,,,
2012,Vanuatu,Monammonium Phosphate (MAP),,,,
2012,Vanuatu,Nitrogen Solutions,,,,
2012,Vanuatu,Normal Super,,,,
2012,Vanuatu,Other Nitrogen Fertilizers,,,,
2012,Vanuatu,Other Phosphate Fertilizers,,,,
2012,Vanuatu,Other Potassium Fertilizers,,,,
2012,Vanuatu,Phosphate Rock,,,,
2012,Vanuatu,"Phosphoric Acid, Superphosphoric",,,,
2012,Vanuatu,"Phosphoric Acid, Wet Process",,,,
2012,Vanuatu,Potassium Muriate,1.1023,3371,,
2012,Vanuatu,Potassium Nitrate,,,,
2012,Vanuatu,Potassium Sulfate,,,,
2012,Vanuatu,Potassium-Sodium Nitrate,,,,
2012,Vanuatu,Sodium Nitrate,,,,
2012,Vanuatu,Sulfur,,,,
2012,Vanuatu,Urea (Solid),,,,
2012,Venezuela,Total,106077.63590000001,42823613,678776.4986,238958866
2012,Venezuela,Ammonium Nitrate (Solid),,,,
2012,Venezuela,Ammonium Sulfate,,,,
2012,Venezuela,Anhydrous Ammonia,,,227503.69700000001,120740620
2012,Venezuela,Aqua Ammonia,,,,
2012,Venezuela,Calcium Cyanamide,,,,
2012,Venezuela,Calcium Nitrate,,,,
2012,Venezuela,Chemical Mixtures,4232.832,87943,,
2012,Venezuela,Concentrated Super,,,,
2012,Venezuela,Diammonium Phosphate (DAP),56836.7926,25175935,,
2012,Venezuela,Monammonium Phosphate (MAP),26638.181800000006,12758006,,
2012,Venezuela,Nitrogen Solutions,,,,
2012,Venezuela,Normal Super,,,,
2012,Venezuela,Other Nitrogen Fertilizers,,,,
2012,Venezuela,Other Phosphate Fertilizers,,,,
2012,Venezuela,Other Potassium Fertilizers,,,,
2012,Venezuela,Phosphate Rock,10438.781000000003,299600,,
2012,Venezuela,"Phosphoric Acid, Superphosphoric",81.5702,480000,,
2012,Venezuela,"Phosphoric Acid, Wet Process",44.092,11909,,
2012,Venezuela,Potassium Muriate,89.28630000000001,90220,,
2012,Venezuela,Potassium Nitrate,,,,
2012,Venezuela,Potassium Sulfate,7716.1,3920000,,
2012,Venezuela,Potassium-Sodium Nitrate,,,,
2012,Venezuela,Sodium Nitrate,,,,
2012,Venezuela,Sulfur,,,126755.6816,14182968
2012,Venezuela,Urea (Solid),,,324517.11999999994,104035278
2012,Vietnam,Total,73.8541,431566,,
2012,Vietnam,Ammonium Nitrate (Solid),,,,
2012,Vietnam,Ammonium Sulfate,,,,
2012,Vietnam,Anhydrous Ammonia,,,,
2012,Vietnam,Aqua Ammonia,,,,
2012,Vietnam,Calcium Cyanamide,,,,
2012,Vietnam,Calcium Nitrate,,,,
2012,Vietnam,Chemical Mixtures,17.6368,37666,,
2012,Vietnam,Concentrated Super,,,,
2012,Vietnam,Diammonium Phosphate (DAP),,,,
2012,Vietnam,Monammonium Phosphate (MAP),,,,
2012,Vietnam,Nitrogen Solutions,,,,
2012,Vietnam,Normal Super,,,,
2012,Vietnam,Other Nitrogen Fertilizers,20.9437,35700,,
2012,Vietnam,Other Phosphate Fertilizers,,,,
2012,Vietnam,Other Potassium Fertilizers,,,,
2012,Vietnam,Phosphate Rock,,,,
2012,Vietnam,"Phosphoric Acid, Superphosphoric",,,,
2012,Vietnam,"Phosphoric Acid, Wet Process",,,,
2012,Vietnam,Potassium Muriate,,,,
2012,Vietnam,Potassium Nitrate,,,,
2012,Vietnam,Potassium Sulfate,,,,
2012,Vietnam,Potassium-Sodium Nitrate,,,,
2012,Vietnam,Sodium Nitrate,,,,
2012,Vietnam,Sulfur,,,,
2012,Vietnam,Urea (Solid),35.2736,358200,,
2012,West Bank,Total,,,,
2012,West Bank,Ammonium Nitrate (Solid),,,,
2012,West Bank,Ammonium Sulfate,,,,
2012,West Bank,Anhydrous Ammonia,,,,
2012,West Bank,Aqua Ammonia,,,,
2012,West Bank,Calcium Cyanamide,,,,
2012,West Bank,Calcium Nitrate,,,,
2012,West Bank,Chemical Mixtures,,,,
2012,West Bank,Concentrated Super,,,,
2012,West Bank,Diammonium Phosphate (DAP),,,,
2012,West Bank,Monammonium Phosphate (MAP),,,,
2012,West Bank,Nitrogen Solutions,,,,
2012,West Bank,Normal Super,,,,
2012,West Bank,Other Nitrogen Fertilizers,,,,
2012,West Bank,Other Phosphate Fertilizers,,,,
2012,West Bank,Other Potassium Fertilizers,,,,
2012,West Bank,Phosphate Rock,,,,
2012,West Bank,"Phosphoric Acid, Superphosphoric",,,,
2012,West Bank,"Phosphoric Acid, Wet Process",,,,
2012,West Bank,Potassium Muriate,,,,
2012,West Bank,Potassium Nitrate,,,,
2012,West Bank,Potassium Sulfate,,,,
2012,West Bank,Potassium-Sodium Nitrate,,,,
2012,West Bank,Sodium Nitrate,,,,
2012,West Bank,Sulfur,,,,
2012,West Bank,Urea (Solid),,,,
2012,Yemen (Sana),Total,,,,
2012,Yemen (Sana),Ammonium Nitrate (Solid),,,,
2012,Yemen (Sana),Ammonium Sulfate,,,,
2012,Yemen (Sana),Anhydrous Ammonia,,,,
2012,Yemen (Sana),Aqua Ammonia,,,,
2012,Yemen (Sana),Calcium Cyanamide,,,,
2012,Yemen (Sana),Calcium Nitrate,,,,
2012,Yemen (Sana),Chemical Mixtures,,,,
2012,Yemen (Sana),Concentrated Super,,,,
2012,Yemen (Sana),Diammonium Phosphate (DAP),,,,
2012,Yemen (Sana),Monammonium Phosphate (MAP),,,,
2012,Yemen (Sana),Nitrogen Solutions,,,,
2012,Yemen (Sana),Normal Super,,,,
2012,Yemen (Sana),Other Nitrogen Fertilizers,,,,
2012,Yemen (Sana),Other Phosphate Fertilizers,,,,
2012,Yemen (Sana),Other Potassium Fertilizers,,,,
2012,Yemen (Sana),Phosphate Rock,,,,
2012,Yemen (Sana),"Phosphoric Acid, Superphosphoric",,,,
2012,Yemen (Sana),"Phosphoric Acid, Wet Process",,,,
2012,Yemen (Sana),Potassium Muriate,,,,
2012,Yemen (Sana),Potassium Nitrate,,,,
2012,Yemen (Sana),Potassium Sulfate,,,,
2012,Yemen (Sana),Potassium-Sodium Nitrate,,,,
2012,Yemen (Sana),Sodium Nitrate,,,,
2012,Yemen (Sana),Sulfur,,,,
2012,Yemen (Sana),Urea (Solid),,,,
2012,Zambia,Total,,,,
2012,Zambia,Ammonium Nitrate (Solid),,,,
2012,Zambia,Ammonium Sulfate,,,,
2012,Zambia,Anhydrous Ammonia,,,,
2012,Zambia,Aqua Ammonia,,,,
2012,Zambia,Calcium Cyanamide,,,,
2012,Zambia,Calcium Nitrate,,,,
2012,Zambia,Chemical Mixtures,,,,
2012,Zambia,Concentrated Super,,,,
2012,Zambia,Diammonium Phosphate (DAP),,,,
2012,Zambia,Monammonium Phosphate (MAP),,,,
2012,Zambia,Nitrogen Solutions,,,,
2012,Zambia,Normal Super,,,,
2012,Zambia,Other Nitrogen Fertilizers,,,,
2012,Zambia,Other Phosphate Fertilizers,,,,
2012,Zambia,Other Potassium Fertilizers,,,,
2012,Zambia,Phosphate Rock,,,,
2012,Zambia,"Phosphoric Acid, Superphosphoric",,,,
2012,Zambia,"Phosphoric Acid, Wet Process",,,,
2012,Zambia,Potassium Muriate,,,,
2012,Zambia,Potassium Nitrate,,,,
2012,Zambia,Potassium Sulfate,,,,
2012,Zambia,Potassium-Sodium Nitrate,,,,
2012,Zambia,Sodium Nitrate,,,,
2012,Zambia,Sulfur,,,,
2012,Zambia,Urea (Solid),,,,
2012,Zimbabwe,Total,,,,
2012,Zimbabwe,Ammonium Nitrate (Solid),,,,
2012,Zimbabwe,Ammonium Sulfate,,,,
2012,Zimbabwe,Anhydrous Ammonia,,,,
2012,Zimbabwe,Aqua Ammonia,,,,
2012,Zimbabwe,Calcium Cyanamide,,,,
2012,Zimbabwe,Calcium Nitrate,,,,
2012,Zimbabwe,Chemical Mixtures,,,,
2012,Zimbabwe,Concentrated Super,,,,
2012,Zimbabwe,Diammonium Phosphate (DAP),,,,
2012,Zimbabwe,Monammonium Phosphate (MAP),,,,
2012,Zimbabwe,Nitrogen Solutions,,,,
2012,Zimbabwe,Normal Super,,,,
2012,Zimbabwe,Other Nitrogen Fertilizers,,,,
2012,Zimbabwe,Other Phosphate Fertilizers,,,,
2012,Zimbabwe,Other Potassium Fertilizers,,,,
2012,Zimbabwe,Phosphate Rock,,,,
2012,Zimbabwe,"Phosphoric Acid, Superphosphoric",,,,
2012,Zimbabwe,"Phosphoric Acid, Wet Process",,,,
2012,Zimbabwe,Potassium Muriate,,,,
2012,Zimbabwe,Potassium Nitrate,,,,
2012,Zimbabwe,Potassium Sulfate,,,,
2012,Zimbabwe,Potassium-Sodium Nitrate,,,,
2012,Zimbabwe,Sodium Nitrate,,,,
2012,Zimbabwe,Sulfur,,,,
2012,Zimbabwe,Urea (Solid),,,,
"Note: Blank cells indicate no data are available. Generally, data for U.S. exports (quantity) are available beginning in 1990, export value data are available beginning in 2008. U.S. import data (both quantity and value) are available from 1995 forward.
Source: U.S. Department of Commerce, Bureau of the Census, Foreign Trade Statistics; and ERS calculations using Census trade statistics.",,,,,,
